,x,s,n,t,p.1,f,c,n.1,k,e,e.1,s.1,s.2,w,w.1,p.2,w.2,o,p.3,k.1,s.3,u
1835,5,3,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0
1836,2,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
1837,5,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0
1838,5,2,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1839,5,0,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1840,2,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
1841,5,3,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
1842,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,5
1843,5,3,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0
1844,2,0,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1
1845,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
1846,5,3,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,4,0
1847,2,0,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,4,0
1848,5,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0
1849,2,0,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1850,5,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
1851,5,0,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
1852,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
1853,5,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,5,0
1854,5,0,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0
1855,5,0,9,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0
1856,5,0,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
1857,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1
1858,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1
1859,5,0,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
1860,5,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0
1861,5,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1862,5,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0
1863,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1864,5,3,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0
1865,5,3,4,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
1866,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1
1867,5,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1868,5,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1869,5,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1870,2,0,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0
1871,2,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1872,2,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
1873,5,3,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
1874,5,0,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0
1875,5,3,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0
1876,5,0,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0
1877,2,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
1878,5,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1879,5,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1880,5,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1
1881,5,0,2,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0
1882,5,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
1883,2,0,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0
1884,2,0,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0
1885,2,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1886,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,1
1887,2,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0
1888,5,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
1889,5,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
1890,5,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
1891,5,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1892,5,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1893,5,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1894,5,3,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
1895,5,0,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0
1896,2,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
1897,2,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1898,5,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
1899,2,0,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0
1900,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
1901,2,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1902,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
1903,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
1904,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1
1905,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
1906,5,0,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,4,0
1907,2,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1908,2,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1909,5,3,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0
1910,5,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0
1911,5,3,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0
1912,5,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1913,2,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
1914,2,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1
1915,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5
1916,2,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1917,2,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
1918,2,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0
1919,5,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,5,0
1920,2,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
1921,5,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1922,5,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
1923,5,3,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0
1924,2,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0
1925,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1
1926,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1
1927,2,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
1928,2,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
1929,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5
1930,0,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
1931,5,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0
1932,2,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1933,5,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
1934,5,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1
1935,2,2,8,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
1936,5,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1937,5,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1938,5,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
1939,5,3,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
1940,2,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0
1941,5,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0
1942,2,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
1943,2,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1944,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,5
1945,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1
1946,5,3,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,5,0
1947,5,3,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0
1948,5,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
1949,5,0,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0
1950,5,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0
1951,5,0,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,5,0
1952,5,0,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
1953,5,0,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0
1954,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1
1955,5,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
1956,5,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0
1957,5,0,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0
1958,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1
1959,5,0,3,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,5,0
1960,5,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
1961,5,0,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0
1962,2,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
1963,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
1964,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
1965,5,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
1966,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
1967,2,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0
1968,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1969,5,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1970,2,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
1971,5,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5
1972,5,0,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,5,0
1973,2,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
1974,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1
1975,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,4,0
1976,5,0,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0
1977,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
1978,5,0,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0
1979,2,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
1980,5,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1
1981,5,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3
1982,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
1983,5,3,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0
1984,5,0,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,5,0
1985,5,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1986,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5
1987,5,0,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,4,0
1988,2,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5
1989,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1
1990,5,0,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0
1991,2,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1
1992,5,0,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0
1993,5,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1994,5,0,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0
1995,2,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
1996,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1
1997,5,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1998,5,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
1999,5,0,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
2000,5,3,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0
2001,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
2002,5,0,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0
2003,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,5
2004,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,1
2005,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1
2006,2,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1
2007,2,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1
2008,2,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1
2009,5,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
2010,5,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
2011,5,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0
2012,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
2013,5,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
2014,2,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
2015,2,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
2016,2,2,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2017,2,0,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2018,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
2019,5,0,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0
2020,5,3,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2021,5,0,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0
2022,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
2023,5,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0
2024,5,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2025,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1
2026,5,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2027,5,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
2028,0,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
2029,5,3,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0
2030,2,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
2031,5,0,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,5,0
2032,2,3,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0
2033,5,3,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0
2034,5,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
2035,5,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
2036,5,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
2037,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1
2038,5,3,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0
2039,2,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0
2040,2,0,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2041,5,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
2042,2,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1
2043,5,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
2044,5,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4
2045,5,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0
2046,5,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
2047,5,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,4,0
2048,2,0,3,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0
2049,5,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1
2050,5,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
2051,5,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
2052,2,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
2053,2,0,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0
2054,2,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
2055,5,0,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0
2056,5,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0
2057,5,0,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
2058,5,2,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3
2059,2,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1
2060,2,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,1
2061,2,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
2062,5,0,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2063,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1
2064,5,3,4,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0
2065,5,3,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0
2066,2,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5
2067,2,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
2068,5,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2069,2,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2070,5,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2071,5,0,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0
2072,5,0,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,5,0
2073,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5
2074,5,2,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3
2075,5,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2076,2,3,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0
2077,5,2,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
2078,5,3,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0
2079,5,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
2080,2,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
2081,5,0,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2082,2,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0
2083,2,0,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
2084,2,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
2085,2,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
2086,5,0,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,5,0
2087,5,0,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2088,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5
2089,5,3,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0
2090,5,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
2091,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3
2092,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
2093,2,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
2094,5,3,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,5,0
2095,2,0,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2096,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1
2097,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,1
2098,5,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1
2099,5,3,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0
2100,2,0,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0
2101,5,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,4,0
2102,5,0,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,5,0
2103,2,0,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,5,0
2104,5,0,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0
2105,2,0,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0
2106,5,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0
2107,5,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0
2108,2,0,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0
2109,5,0,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0
2110,5,3,2,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0
2111,5,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1
2112,5,0,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2113,5,3,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0
2114,5,0,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0
2115,5,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0
2116,5,3,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0
2117,5,0,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2118,5,3,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0
2119,5,0,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,5,0
2120,2,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2121,2,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0
2122,5,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0
2123,2,3,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0
2124,5,3,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0
2125,5,0,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0
2126,5,3,3,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2127,5,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1
2128,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1
2129,5,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2130,5,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
